Biomarker,Subtype,Age,Coefficient,p,t
CR1,5,49.0,-0.01117017961226896,0.8975542369280483,-0.12879714028129316
PITHD1,5,64.0,-0.007324505277915615,0.8974565268664163,-0.1289003550731766
NEO1,5,49.0,-0.009492872559787091,0.8972242809275723,-0.12921428432577545
FOLR3,5,64.0,-0.007028450538640069,0.8968410574367132,-0.12967836098878685
PODXL,5,49.0,-0.010431770290856346,0.8962708222572421,-0.1304198130803782
LIPF,5,49.0,-0.011968456881422063,0.8960323052890569,-0.1307214174465397
NAAA,5,64.0,-0.0074583102071137525,0.8960002567426559,-0.13074133192966716
CDK1,5,64.0,-0.007370913166376614,0.8952751896141934,-0.13165810695561028
HJV,5,49.0,-0.010275778174051842,0.8952749877796199,-0.13167912342169244
ATXN2L,5,49.0,-0.010747063212605684,0.8949633804512818,-0.13207321804775957
F2R,5,49.0,-0.010094593759402193,0.8949086646625493,-0.13214242007360807
TCP11,5,64.0,-0.006978666460104744,0.8930916273072543,-0.1344196758134858
ERMAP,5,49.0,-0.010895830701807718,0.8930632440090961,-0.13447679697677867
SMAD2,5,49.0,-0.011177870814400526,0.8917365880388944,-0.1361554118673474
SRPK2,5,49.0,-0.011267067125412089,0.8906188036453013,-0.13757004008747312
TCOF1,5,49.0,-0.013631962026127598,0.8905585547997351,-0.13764629669129683
PIK3AP1,5,49.0,-0.011042853005257924,0.890223507937641,-0.138070378137754
SCIN,5,49.0,-0.00874163759391823,0.8897795089020422,-0.1386324027823719
EPO,5,49.0,-0.012447356167167467,0.8895743286240013,-0.13889213971102532
CLU,5,64.0,-0.006436802640737989,0.8888375837702278,-0.13980276618569124
NFKB2,5,49.0,-0.010215907744579637,0.8885759915528674,-0.14015606502389422
VASN,5,64.0,-0.009078605956611752,0.8880822576711447,-0.14075897953348476
TRIM25,5,49.0,-0.010604658051913518,0.8880283548195139,-0.1408494850124124
SMTN,5,49.0,-0.011083855101625559,0.8879080639318004,-0.14100180692511324
SLC27A4,5,49.0,-0.011478152736533132,0.8875275639494513,-0.1414836479279652
GID8,5,49.0,-0.012609810168941332,0.887366238931593,-0.14168794960434006
CTRC,5,49.0,-0.012394024521173108,0.8861891945223523,-0.1431787360609233
CD2,5,49.0,-0.008256804850749436,0.8860676009401989,-0.14333275860497896
PROCR,5,64.0,-0.00904762425771069,0.8859498489258559,-0.14345922391303395
GIT1,5,49.0,-0.011022119906499428,0.8859431264035099,-0.14349043398003264
SSNA1,5,49.0,-0.012177182083521143,0.885835005070885,-0.14362739719341105
RASGRF1,5,49.0,-0.01064914367436334,0.8843405112875081,-0.14552083187551107
NOP56,5,64.0,-0.008243137492648257,0.8838750989154844,-0.14608746064579425
FCRL1,5,49.0,-0.012933340877593569,0.8834619838787314,-0.14663411724436276
LYAR,5,64.0,-0.009782770316000694,0.8830535656521432,-0.1471284347421803
PRTN3,5,64.0,-0.00910548946147588,0.8827837765508343,-0.1474703223156453
BCL7B,5,64.0,-0.008082702854169115,0.8823759570682755,-0.14798716028805217
CKMT1A_CKMT1B,5,64.0,-0.00973833973377261,0.8821110817835707,-0.1483228633382685
ART5,5,49.0,-0.010257818601534872,0.8812004456192837,-0.14950081910697566
PHACTR2,5,49.0,-0.011566008084268303,0.8808466204603356,-0.14994943483546755
PAK4,5,49.0,-0.012525871489970669,0.8804446784420643,-0.15045909471070165
TF,5,49.0,-0.01224687841660578,0.8798797479949234,-0.1511754890518478
MPIG6B,5,49.0,-0.011262408967378734,0.8791903068349047,-0.15204988207320044
HEPACAM2,5,64.0,-0.009264910066935597,0.8788583429038536,-0.15244676225320883
CEACAM16,5,64.0,-0.008745336784520517,0.8781141675603612,-0.15339060754231248
DDX4,5,49.0,-0.013388020477891616,0.8780851484939689,-0.15345175718605655
HTR1A,5,49.0,-0.011856452648875852,0.8776270031986745,-0.15403299532616999
TPPP3,5,64.0,-0.009198510772032,0.8773030389500202,-0.1544195261640721
CHP1,5,64.0,-0.007911116495591435,0.8761475565670929,-0.15588554124073611
ARL2BP,5,49.0,-0.011870376555254442,0.8759983729051748,-0.1560996235256391
CDH4,5,64.0,-0.009259344748834178,0.8754386354147857,-0.15678514877392177
TMED8,5,49.0,-0.011981879046494087,0.8753338858826296,-0.1569430065651916
AK1,5,49.0,-0.012328627678627135,0.8739641681836877,-0.1586818389272169
NPHS2,5,49.0,-0.012381358902288853,0.8715823227023656,-0.16170669725368458
EDDM3B,5,49.0,-0.011951217320973498,0.8714586902765968,-0.16186374621549987
PFDN2,5,64.0,-0.009549315804077765,0.8711479121679678,-0.16223273340120886
PTTG1,5,64.0,-0.009093705891503105,0.8690147223274354,-0.16494285626888247
BCL2,5,49.0,-0.01378985142713135,0.8686997246532826,-0.1653694786483729
SARG,5,49.0,-0.012788939679963085,0.8677979821195809,-0.16651573437703698
CDHR5,5,49.0,-0.012681237753369656,0.8668963170498802,-0.16766211073216258
CCAR2,5,49.0,-0.012185383415757395,0.8654622608201353,-0.16948582408962648
TNFRSF13C,5,49.0,-0.015453143130470859,0.8653289113708875,-0.1696554354150487
STEAP4,5,64.0,-0.008536446623024522,0.8635961112661127,-0.17183246295393684
PDLIM5,5,49.0,-0.012953815320034728,0.8629729295904155,-0.1726528928648921
SERPINA12,5,64.0,-0.009026694665074997,0.8617866795272382,-0.1741349058148777
OTUD6B,5,49.0,-0.013521205593800795,0.8613425039466287,-0.1747281513521921
JMJD1C,5,49.0,-0.013684213035119346,0.8610219830227464,-0.1751362091091056
PSPN,5,64.0,-0.010337938342966174,0.8609741659144543,-0.17516910278611317
VTCN1,5,64.0,-0.011072788109900727,0.8593112707207381,-0.17728628237918878
AKR1B1,5,49.0,-0.013145097234834618,0.8588892456069023,-0.17785216133363785
PPP1R9B,5,49.0,-0.013542140916133288,0.8587839729221165,-0.17798625557432238
SPINT1,5,64.0,-0.01294949283401664,0.8577448942633082,-0.17928130286203464
DEFB104A_DEFB104B,5,49.0,-0.013895805974980554,0.8550960022215826,-0.18268596004737744
PTPN9,5,64.0,-0.009891484063708374,0.853642418498976,-0.18450984172479631
TXNL1,5,64.0,-0.01013752056017197,0.8530551549529516,-0.1852587094338336
GFOD2,5,49.0,-0.014590593805443381,0.8529573826115232,-0.18541311991566922
IGFL4,5,49.0,-0.015159324304751962,0.8516680704073555,-0.187057912222959
IL7,5,49.0,-0.014825251209388601,0.8511009958317124,-0.1877814968357814
GRSF1,5,49.0,-0.015370097713565345,0.8497496589202631,-0.18950619431233945
CXCL3,5,49.0,-0.014941114483513901,0.8494861960701523,-0.18984251485477302
ADGRV1,5,49.0,-0.01337011106457398,0.8492122057390858,-0.1901922969449736
TMPRSS11B,5,49.0,-0.013725095697095385,0.8491041085548164,-0.19033030259854633
ATG4A,5,49.0,-0.014695720388131439,0.8489169596802232,-0.19056924065078382
ITGAM,5,49.0,-0.018492211827642824,0.8486061701682763,-0.1909660581399424
SEZ6L2,5,49.0,-0.017289958940793215,0.847677529580874,-0.19215193042633769
GSTP1,5,49.0,-0.015462839868805492,0.8472101886608621,-0.19274882616539274
TPSD1,5,49.0,-0.01415120870026787,0.8463491202073176,-0.19384877763902622
IL1R2,5,49.0,-0.017632651732016336,0.8453241410066537,-0.19515841935715786
C2CD2L,5,49.0,-0.01613018128665908,0.8449821169018719,-0.19559550664525877
MRPL28,5,64.0,-0.010067286801952346,0.843209965610582,-0.19782895148248492
PQBP1,5,49.0,-0.016369133407939884,0.8430964049025182,-0.1980060133123197
SDK2,5,64.0,-0.01301714429676773,0.8420441819696385,-0.19931944747750707
MAVS,5,49.0,-0.015349200698267812,0.8414441496151005,-0.20011903902663447
PLA2G1B,5,49.0,-0.018257375084916067,0.8408046973845156,-0.200937057300966
FBN2,5,49.0,-0.014147663593498228,0.8407945591976659,-0.20095002764361067
PTPRK,5,64.0,-0.011445947773256443,0.8406181158654911,-0.20114332701708357
NID2,5,49.0,-0.01647670787893618,0.8405983061347788,-0.2012011117042587
TAGLN3,5,64.0,-0.010256274398894871,0.8400816277272466,-0.20182964619483174
TBC1D23,5,49.0,-0.015302786961078146,0.8399674848691898,-0.20200826377302425
GBP2,5,49.0,-0.0157473159094364,0.8397391983579666,-0.2023003946983546
AKR1C4,5,49.0,-0.01838123151545573,0.8397007993879038,-0.20234953432640662
ADAMTS13,5,49.0,-0.01797912218401776,0.8394342525806118,-0.20269065100370062
SMPD1,5,64.0,-0.012325919832931215,0.8391489368038794,-0.20302304685056835
TREML2,5,64.0,-0.012334058786032054,0.8390385682163782,-0.20316428525019467
TCN2,5,49.0,-0.01658022873723869,0.8371873409825022,-0.20556710773310363
ARG1,5,49.0,-0.016993142727722454,0.8371591395338837,-0.20560322150652655
FCGR3B,5,49.0,-0.01575842405152522,0.8371359343304103,-0.2056329374672418
DOK1,5,49.0,-0.01574454383961224,0.8367906247842363,-0.20607515310323934
LMNB1,5,64.0,-0.013136334129278004,0.8360547923163016,-0.2069841626991449
MAEA,5,49.0,-0.017981408330630277,0.8359349712402429,-0.20717110743644887
TMCO5A,5,49.0,-0.013702823258937485,0.8355043578193465,-0.20772274803396854
CXCL17,5,64.0,-0.01272591994655281,0.8352059222028847,-0.2080714497885655
FAM3D,5,49.0,-0.015392836258812354,0.8340702103564394,-0.2095604310668467
RBM25,5,64.0,-0.011390975029173554,0.8335047646913795,-0.21025114358857946
CTSS,5,49.0,-0.016364772933768923,0.8329594207297035,-0.2109842577558926
RASSF2,5,49.0,-0.01853652534166883,0.832920085957535,-0.21103468548837154
IL3,5,49.0,-0.015244703930018637,0.8323412499957107,-0.21177682356381514
LAMP1,5,49.0,-0.020197048113323457,0.8317425273325167,-0.21254458171606
EVPL,5,64.0,-0.01227846907393857,0.8314131187281742,-0.21293254239901152
PLA2G4A,5,49.0,-0.016981150183014937,0.8311471313040162,-0.21330819846266103
CCL24,5,64.0,-0.012009322395950275,0.8308497079541254,-0.21365507161325978
PSME2,5,49.0,-0.01617340456070898,0.8302921478293851,-0.21440496340990622
PROK1,5,64.0,-0.010937737099002694,0.8296553380932793,-0.21518712503118445
SERPINA7,5,49.0,-0.01703586476812252,0.8294716379376421,-0.21545774884043098
COL3A1,5,64.0,-0.013601837282809476,0.8277856276127611,-0.21758647455417945
SMAD1,5,49.0,-0.0176755124085044,0.8270636449075547,-0.21854879867261506
RAB3GAP1,5,64.0,-0.01156710855874412,0.8267100283954791,-0.2189673296189155
TMOD4,5,49.0,-0.01846716643270016,0.8256145783357312,-0.22040991710669808
PCYT2,5,49.0,-0.01628250786912483,0.8242145685439674,-0.222208755434172
GCLM,5,49.0,-0.016110591636097432,0.8238063215124453,-0.2227334374106252
CSTB,5,49.0,-0.016375361106371056,0.8233727242926915,-0.22329076687485452
ARAF,5,49.0,-0.01610996422448921,0.823368904531136,-0.22329567696022465
AMIGO1,5,64.0,-0.010733810873096373,0.8219725394667519,-0.22505433500497776
TPR,5,49.0,-0.021199565756090666,0.8219450614690895,-0.22512632254801204
REG3G,5,64.0,-0.013199016367876758,0.8216552072603421,-0.22546235799601697
MTSS2,5,49.0,-0.017193108063023876,0.8214083300661416,-0.22581659787328182
SLC13A1,5,49.0,-0.01795227154529097,0.8213190638223983,-0.2259314111471591
PGLYRP1,5,49.0,-0.019501994469013295,0.8210610930294053,-0.22626322714966987
KRT6C,5,64.0,-0.011204910230838321,0.8208821622237603,-0.22645648995693216
STK24,5,49.0,-0.018190141750012156,0.8208628827218059,-0.2265181929254115
CCL17,5,49.0,-0.018114485994129792,0.8204748254087,-0.22701740914158539
JPT2,5,49.0,-0.01723848533219624,0.8198529196741877,-0.22781757780737721
CAMLG,5,64.0,-0.01224367899665339,0.8192512912636927,-0.22855451781478478
TP53INP1,5,64.0,-0.011061126807550895,0.8188453553653067,-0.22907688869690615
FZD10,5,64.0,-0.012967078801928971,0.8187306015180436,-0.22922456883613923
MAD1L1,5,49.0,-0.02110557742328867,0.8187524845264118,-0.22923379975221686
HMBS,5,49.0,-0.01767436265548153,0.8185043420155413,-0.22955321409405108
GAD2,5,64.0,-0.012473473423805472,0.8176938972134654,-0.2305589616388263
SPRING1,5,49.0,-0.019613528379025108,0.8174443192945253,-0.2309179625163626
IL11,5,64.0,-0.012391746904831889,0.8151157813441442,-0.23387916806443648
MTHFSD,5,49.0,-0.018319992302657656,0.8148055215777639,-0.23431721494357102
CASP8,5,49.0,-0.020744960749693397,0.8147687560379264,-0.23436459472338697
FGF2,5,64.0,-0.013508337068070392,0.8144669676470194,-0.2347151428074358
AP2B1,5,49.0,-0.01909508595910303,0.8141609727665835,-0.23514792192617526
CCDC50,5,49.0,-0.01937038102291036,0.8134345345385211,-0.2360843644040193
FKBPL,5,49.0,-0.01857515759514977,0.8100209087414727,-0.24048761851427106
PLCB1,5,64.0,-0.013924316393859135,0.8097648149485707,-0.24077865644400195
YTHDF3,5,49.0,-0.01885865205999787,0.8093475169852554,-0.2413567790416938
CLEC5A,5,49.0,-0.022107144673040535,0.8080800670527979,-0.2429931985145888
CENPJ,5,64.0,-0.012388005928517165,0.8078763872119159,-0.2432163022458154
C2orf69,5,64.0,-0.014854289189283455,0.8075265991368348,-0.24366797877928373
SCARF1,5,49.0,-0.019125636020606518,0.806676395162286,-0.24480625662490615
CDKN1A,5,49.0,-0.01855597886109822,0.8054734289942034,-0.2463607136515455
PGR,5,49.0,-0.022134712067600343,0.8052211339898182,-0.24668680143409305
NDRG1,5,64.0,-0.012766482605928595,0.8050973685339535,-0.24680618909298307
AHSA1,5,64.0,-0.012793154710516851,0.804961911249179,-0.24698125140723423
PDGFB,5,49.0,-0.02009424698826562,0.8048084009224648,-0.24722030983267843
TCL1B,5,49.0,-0.021214223415430652,0.8043037414963848,-0.24787274016423688
GSN,5,49.0,-0.019177338645865488,0.8042468500743463,-0.24794629676317473
ACP5,5,64.0,-0.015560921451802379,0.8041687220850251,-0.24800650562841048
TIMD4,5,49.0,-0.020958800884468665,0.8035568375953349,-0.24883854134643404
EIF2S2,5,49.0,-0.020614217686568237,0.8033307959384675,-0.24913087546022386
DHPS,5,49.0,-0.02132582781158865,0.8026235273819481,-0.2500457063305548
ZBTB16,5,49.0,-0.020123805681651313,0.8013746999857069,-0.2516615397663948
CASP9,5,49.0,-0.02056062910082121,0.8013310191710032,-0.2517180694073209
LDLRAP1,5,49.0,-0.01991674020226733,0.8013243200997208,-0.2517267390992241
EIF4G1,5,49.0,-0.017861806050559925,0.8009175973905878,-0.25225314020467016
CRELD2,5,64.0,-0.014170628043095268,0.8007828699130851,-0.25238591306814795
GPC1,5,49.0,-0.020168685814983323,0.800662373953446,-0.2525834990224049
TLR1,5,49.0,-0.0206356015079808,0.8004537207637544,-0.2528535982563661
FGFBP3,5,49.0,-0.021362662407227073,0.800432272092762,-0.2528813643691049
CRYBB1,5,49.0,-0.01985476375030132,0.8001607600545699,-0.25323286381719257
PROC,5,49.0,-0.02338064806535245,0.7990184517763865,-0.25471203973200274
CPLX2,5,49.0,-0.018642298068976285,0.7989711596458466,-0.2547732903589665
RPGR,5,49.0,-0.01830540273714374,0.7980059095035292,-0.2560236481407478
MEGF10,5,49.0,-0.02142053447101777,0.7971706501715526,-0.2571059429804236
AFAP1,5,64.0,-0.014581161192193798,0.7963698499729224,-0.2581011974869843
GALNT7,5,49.0,-0.020008258212183883,0.7963072110749304,-0.2582250690988404
CHAC2,5,49.0,-0.01974896601663373,0.7955798475205432,-0.2591680754380572
EDDM3B,5,64.0,-0.014514830761710689,0.7952706568665387,-0.2595260641861906
HJV,5,64.0,-0.014308645508416012,0.795215182705748,-0.2595979884210254
IL13,5,64.0,-0.013611870355435195,0.7948361256998501,-0.26008948538282284
NXPE4,5,49.0,-0.02344285989223875,0.7946373985490508,-0.2603902773953694
HCLS1,5,49.0,-0.01913587406628897,0.7938240281652618,-0.26144539869898525
CD63,5,49.0,-0.0200267247356119,0.7936813078360916,-0.261630568561478
LILRA3,5,64.0,-0.014734776070030282,0.7922097158853436,-0.2634967036909797
PSMA1,5,49.0,-0.02384283680655859,0.7919075259898734,-0.2639326810340228
SERPINA3,5,49.0,-0.022536982694445762,0.7919059958090974,-0.2639346675905179
HSD17B3,5,64.0,-0.014039391661056055,0.791567302580894,-0.26433056544836075
IL22RA1,5,49.0,-0.02167024508224058,0.7914860831145416,-0.2644798584989957
ACYP1,5,49.0,-0.020292836078916104,0.7914405375443374,-0.2645389970222679
CDH5,5,49.0,-0.020021722582975132,0.791412108142762,-0.2645759115719541
SNX15,5,49.0,-0.020685769840527002,0.7909916717316507,-0.265121875222554
PVALB,5,49.0,-0.019250081522132728,0.7905753224781957,-0.2656626094262263
MGLL,5,49.0,-0.020239118115235738,0.789866295321624,-0.2665836386182018
TCL1A,5,49.0,-0.023532391401998587,0.7896183153948821,-0.26690581897648186
TRIM24,5,49.0,-0.021529403454267737,0.7893963591917114,-0.26719421233300994
A1BG,5,64.0,-0.013901556447376714,0.7893049097960658,-0.26726865319666426
BTNL10,5,49.0,-0.018911670482699785,0.7893002357546973,-0.26731911487053306
MORC3,5,49.0,-0.020834055740607177,0.788769694795542,-0.26800857356746155
CEACAM3,5,49.0,-0.021138910109987447,0.7879621150081371,-0.26905830008439535
CNPY4,5,49.0,-0.01980078285097528,0.7870109589868856,-0.2702950340230089
PDE5A,5,49.0,-0.020300911486672957,0.7862848189465523,-0.2712394711329089
NMRK2,5,49.0,-0.02004624107213515,0.7861850796654918,-0.2713692136081928
SV2A,5,49.0,-0.021329560089359295,0.7858917033305268,-0.2717508688292553
VSTM2L,5,49.0,-0.02170637881956025,0.7856219256168924,-0.272101859429866
GAGE2A,5,49.0,-0.018637617630071004,0.7847828469478145,-0.2731937460328205
PRTFDC1,5,49.0,-0.02051839054359067,0.7845900421449691,-0.2734446874741851
F11,5,49.0,-0.019325359427527944,0.7832413973267476,-0.2752004737552467
DENR,5,49.0,-0.020555125202944752,0.7828697967651082,-0.27568440564081526
CXCL5,5,49.0,-0.022501736978860626,0.7827515902988751,-0.2758383583483955
ANKMY2,5,49.0,-0.02148772585036246,0.7820627941499086,-0.27673558033306983
CD70,5,49.0,-0.021931026682444066,0.7815524196906648,-0.27740053509253476
PNLIPRP2,5,64.0,-0.015884323079384276,0.7808865878970543,-0.2782217511819415
PRR4,5,49.0,-0.022429185897726245,0.7806736903866268,-0.2785456986347736
CXCL6,5,49.0,-0.022277081861717563,0.7804310464065998,-0.27886197762829695
RAB11FIP3,5,49.0,-0.021650979482918276,0.780371009552992,-0.27894023813688734
NME1,5,64.0,-0.0143852269223949,0.7802150980950477,-0.2790968508199654
ITGB5,5,64.0,-0.01773145165708309,0.7798189970680278,-0.27961315828256456
CEP85,5,49.0,-0.022225395694887268,0.7770529784275685,-0.28326810362618854
YES1,5,49.0,-0.02165038745410866,0.7761015730995757,-0.2845100438682342
CENPJ,5,49.0,-0.02141341716688891,0.7753286667330266,-0.2855192996034271
RTKN2,5,49.0,-0.022892761587343588,0.7738711119728169,-0.287423357992714
SLAMF1,5,64.0,-0.016533586821472823,0.7725563423837394,-0.2890932288958957
CRNN,5,64.0,-0.01747264074702188,0.7725508485729239,-0.2891004098060206
CACNB3,5,49.0,-0.022658576517998824,0.7724494368611912,-0.2892815510983627
NCAM2,5,49.0,-0.024889825944775984,0.7718175292421078,-0.29010780347604226
CLPP,5,49.0,-0.024348489915098553,0.7712912843457418,-0.29079604764671974
TARM1,5,49.0,-0.0209676038100401,0.7707952987669057,-0.29144484373977186
SOWAHA,5,64.0,-0.017285496535847808,0.7705991351518242,-0.29165242393673874
CELSR2,5,49.0,-0.023450975779061245,0.7704599893012746,-0.2918835298507513
NCAN,5,49.0,-0.02514653082224398,0.7703649055822392,-0.2920079383221577
RNF41,5,49.0,-0.023283617588211347,0.7703247722631721,-0.2920604505088567
GATD3,5,64.0,-0.016248545709028214,0.7697369965982379,-0.2927803404150782
NRGN,5,49.0,-0.022856833647563995,0.7692866455281819,-0.29341906154947955
PSTPIP2,5,49.0,-0.02220099651377075,0.7689045364335276,-0.29391926952377145
TBCC,5,49.0,-0.022122694030214496,0.7688620006766487,-0.29397495640662347
NTRK3,5,64.0,-0.018540177560005644,0.7663876767535712,-0.2971657335685853
EIF1AX,5,64.0,-0.01598249617215787,0.7661151161541577,-0.2975228582598841
PAFAH1B3,5,64.0,-0.015890788510252017,0.7661065363937785,-0.2975341005753496
OGFR,5,49.0,-0.023557176936893798,0.7656721939284395,-0.29815359680636383
PTPRR,5,49.0,-0.02560917116004005,0.7654196242398204,-0.29848468444797005
TGFB2,5,64.0,-0.01602842621597908,0.7652713595553412,-0.2986286380330897
CETN3,5,49.0,-0.02290175586616755,0.7652516605696281,-0.2987048821944152
NCLN,5,49.0,-0.031172105038536777,0.765100686090281,-0.29890281975329164
DPEP2,5,49.0,-0.02586098922093011,0.7650829379494921,-0.2989260895134809
